ID,eC_number,logFC,AveExpr,t,P.Value,adj.P.Val,B
BJEIHDPM_01341,cdhR_2,-5.188797382,4.722247183,-12.45878669,1.93080998547958e-16,3.17327298640976e-16,27.08951814
BJEIHDPM_03554,btr_2,-4.856459772,4.689564327,-12.45695804,1.9410583839988e-16,3.18902402766526e-16,27.09556155
BJEIHDPM_02328,todT,-5.018876864,5.011075202,-12.45616372,1.94552719444797e-16,3.19527207602868e-16,27.12248507
BJEIHDPM_04763,3.1.3.104,-4.980413922,5.435790686,-12.45128926,1.97318051586687e-16,3.23958032693982e-16,27.17336063
BJEIHDPM_00010,3.1.4.-,-4.367877143,6.11872678,-12.44867673,1.98816553896493e-16,3.26306649161857e-16,27.22680803
BJEIHDPM_03625,motB_2,-5.340601633,3.82114699,-12.44590894,2.00416721216254e-16,3.28820459868992e-16,26.96284285
BJEIHDPM_03265,inference=ab initio prediction:Prodigal:2.6,3.143067809,7.824791446,12.4445964,2.01180119474574e-16,3.29960148106111e-16,27.13526017
BJEIHDPM_00264,prsE_1,-5.047414947,4.911770784,-12.44379879,2.01645461420732e-16,3.30610375592106e-16,27.0553351
BJEIHDPM_01131,lutR_2,-5.295217443,4.79002364,-12.44132352,2.03096565772218e-16,3.32875826209315e-16,27.04144783
BJEIHDPM_03511,5.3.2.8,-5.578869003,4.627462973,-12.43987145,2.03952751448405e-16,3.34164989484772e-16,26.99905472
BJEIHDPM_03737,mlaA_2,-4.801865449,5.449903193,-12.43943052,2.0421346421843e-16,3.34409378145907e-16,27.13876412
BJEIHDPM_05241,inference=ab initio prediction:Prodigal:2.6,-5.756462467,4.825187778,-12.43938352,2.04241276796344e-16,3.34409378145907e-16,27.02056458
BJEIHDPM_05300,3.5.4.3,-5.593299329,5.8070651,-12.43789095,2.05126436758733e-16,3.35744123466971e-16,27.14745263
BJEIHDPM_02016,inference=ab initio prediction:Prodigal:2.6,-4.804639913,5.08823766,-12.43444854,2.07182812355633e-16,3.38994311794983e-16,27.08367171
BJEIHDPM_00737,inference=ab initio prediction:Prodigal:2.6,-5.578536216,5.232714434,-12.43067032,2.09463900222724e-16,3.42609835435874e-16,27.03986866
BJEIHDPM_00828,inference=ab initio prediction:Prodigal:2.6,-5.08198346,4.672599825,-12.42550543,2.12623495216682e-16,3.47612936156232e-16,26.98279849
BJEIHDPM_04800,3.1.4.-,-5.458813617,5.22122885,-12.42543396,2.1266755168883e-16,3.47612936156232e-16,27.03693908
BJEIHDPM_02626,inference=ab initio prediction:Prodigal:2.6,-5.219524226,5.300337031,-12.42365699,2.13765986297488e-16,3.49289400150374e-16,27.08150808
BJEIHDPM_04639,acuR,-4.705745516,3.983593544,-12.42106988,2.15375517593056e-16,3.51799560561291e-16,26.90660434
BJEIHDPM_00712,yadV_2,-5.798615995,4.54922957,-12.41782515,2.17411582483303e-16,3.55004485994343e-16,26.93410872
BJEIHDPM_02059,rhtB_2,-4.919612904,5.106253935,-12.41725474,2.17771526277453e-16,3.554712770767e-16,27.0381719
BJEIHDPM_00640,"inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P43989",-5.50083421,3.981546961,-12.41269326,2.20671807288241e-16,3.60082966057895e-16,26.8800058
BJEIHDPM_03026,inference=ab initio prediction:Prodigal:2.6,-5.172004071,3.749096231,-12.41249211,2.20800606736756e-16,3.60170670200439e-16,26.86159676
BJEIHDPM_01100,dbxref=COG:COG2200,-5.23164122,5.813416991,-12.40945254,2.22756122895771e-16,3.63129955167229e-16,27.06491539
BJEIHDPM_03558,2.7.13.3,-5.325680416,4.531711081,-12.40943708,2.22766115443285e-16,3.63129955167229e-16,26.92242656
BJEIHDPM_04962,inference=ab initio prediction:Prodigal:2.6,-5.733803736,4.430690157,-12.40415533,2.2620623205263e-16,3.68612464387291e-16,26.89276889
BJEIHDPM_05265,aaeA_2,-5.055279197,5.386950984,-12.4021196,2.27546502454106e-16,3.70670626367024e-16,27.02324329
BJEIHDPM_02765,5.2.1.8,-5.46795186,4.71839786,-12.4015036,2.27953645526898e-16,3.71207853710073e-16,26.90950921
BJEIHDPM_02752,yjiA_1,-4.498439342,5.371443431,-12.39043235,2.35398598048861e-16,3.83201449130423e-16,27.00707822
BJEIHDPM_00994,2.3.1.9,-4.885357905,5.563944642,-12.38799416,2.37071075744647e-16,3.85793181586491e-16,27.00341509
BJEIHDPM_01379,"inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9RQ16",-4.508314152,5.202285188,-12.38576583,2.38610150606855e-16,3.88166139919423e-16,26.9788808
BJEIHDPM_00355,inference=ab initio prediction:Prodigal:2.6,-5.468066604,4.938346429,-12.38530918,2.38926803931228e-16,3.88549553394092e-16,26.89908599
BJEIHDPM_00810,fecA_1,-4.769313413,5.32188391,-12.38393587,2.39881661588783e-16,3.89970221532713e-16,26.96942671
BJEIHDPM_01943,inference=ab initio prediction:Prodigal:2.6,-4.977140844,5.130467826,-12.38373314,2.40022943431864e-16,3.90067763470882e-16,26.93732047
BJEIHDPM_01511,3.6.3.-,-5.029965197,4.86846581,-12.38189484,2.41307945218513e-16,3.92023300305904e-16,26.8879603
BJEIHDPM_00970,inference=ab initio prediction:Prodigal:2.6,-4.687677031,5.5036342,-12.3776854,2.4427677279137e-16,3.96712092259149e-16,26.97011908
BJEIHDPM_00710,yadV_1,-4.821070018,5.422066171,-12.37712328,2.44676017814545e-16,3.97226051925575e-16,26.96549956
BJEIHDPM_00539,2.8.1.7,-4.743306352,5.312496405,-12.37563291,2.4573777288176e-16,3.98814870496979e-16,26.95286163
BJEIHDPM_01352,3.6.4.13,-5.599332174,4.460980103,-12.37472337,2.46388028984458e-16,3.99735007131986e-16,26.82029319
BJEIHDPM_03952,nicS,-5.099822256,5.027537643,-12.3736822,2.47134543193365e-16,4.00810636290962e-16,26.88269582
BJEIHDPM_02900,sspB,-4.848074984,5.13241741,-12.37190492,2.48414149998285e-16,4.02749833054652e-16,26.9134134
BJEIHDPM_04392,3.1.11.2,-5.020519868,4.588030909,-12.36714747,2.51872619589961e-16,4.08219081868363e-16,26.82792891
BJEIHDPM_00408,inference=ab initio prediction:Prodigal:2.6,-5.30178809,4.25072108,-12.36460049,2.53744220904963e-16,4.11113611115097e-16,26.77509101
BJEIHDPM_03576,flgC,-4.416244243,5.888166821,-12.359096,2.57837461855791e-16,4.17604448007405e-16,26.95798107
BJEIHDPM_04182,inference=ab initio prediction:Prodigal:2.6,-5.634222197,4.225389291,-12.35587491,2.60263750869146e-16,4.21391950209525e-16,26.74475578
BJEIHDPM_02039,cyaY,-4.781012429,4.231446121,-12.35358931,2.61999429162859e-16,4.24059109798503e-16,26.78192389
BJEIHDPM_03949,ribN,-5.760377598,4.686953967,-12.35322971,2.62273568776256e-16,4.24359695400287e-16,26.76708342
BJEIHDPM_04143,2.7.13.3,-4.690536636,3.2917544,-12.34356538,2.69751432515046e-16,4.36311804731953e-16,26.63934283
BJEIHDPM_04567,4.2.1.44,-5.581895486,4.862668974,-12.34329946,2.6996022394283e-16,4.36502397136671e-16,26.76890198
BJEIHDPM_00339,ycgL,-5.038909131,4.383102229,-12.34318001,2.70054063816815e-16,4.36507057008048e-16,26.70896267
BJEIHDPM_00761,2.1.1.181,-4.892735964,4.413285192,-12.34299521,2.70199309269454e-16,4.36594776156266e-16,26.73993613
BJEIHDPM_04535,inference=ab initio prediction:Prodigal:2.6,-5.57515377,5.076847494,-12.34270939,2.70424110155556e-16,4.36810940638342e-16,26.78831884
BJEIHDPM_02955,inference=ab initio prediction:Prodigal:2.6,-5.575075901,4.526761663,-12.34155172,2.71336568817366e-16,4.38137346485376e-16,26.71604711
BJEIHDPM_04430,4.1.2.42,-4.970804922,5.551320479,-12.33684589,2.75077931934742e-16,4.4402926180788e-16,26.85576038
BJEIHDPM_00294,inference=ab initio prediction:Prodigal:2.6,-5.565672769,5.089313452,-12.33191424,2.79055051683908e-16,4.50297643924369e-16,26.76374043
BJEIHDPM_04377,inference=ab initio prediction:Prodigal:2.6,-5.318691748,4.045064585,-12.32799201,2.8225976848216e-16,4.55315841662483e-16,26.64715783
BJEIHDPM_03031,hscC,-5.396591914,5.340266071,-12.32628933,2.83662574409705e-16,4.57424964580703e-16,26.78227103
BJEIHDPM_00353,inference=ab initio prediction:Prodigal:2.6,-4.818280819,5.127986823,-12.3249059,2.84807563798003e-16,4.59117063710654e-16,26.79062804
BJEIHDPM_04327,inference=ab initio prediction:Prodigal:2.6,-4.978087804,4.456441768,-12.32268759,2.8665334406317e-16,4.6193733987883e-16,26.70749582
BJEIHDPM_00838,inference=ab initio prediction:Prodigal:2.6,-5.027556601,4.307669975,-12.31854638,2.9013166414975e-16,4.67385651646408e-16,26.62635876
BJEIHDPM_01286,inference=ab initio prediction:Prodigal:2.6,-4.888200604,4.809493517,-12.31789229,2.90684958999918e-16,4.68119838335774e-16,26.72253949
BJEIHDPM_01881,trpI,-4.861169362,5.609123045,-12.31482175,2.93296675246125e-16,4.72167307784688e-16,26.80762244
BJEIHDPM_04664,livH_7,-4.829794161,5.561204754,-12.31168938,2.95985530654733e-16,4.76336204430605e-16,26.79119431
BJEIHDPM_05263,aaeB_2,-5.19387239,5.148273608,-12.31114536,2.96455067348723e-16,4.76931903522133e-16,26.72756453
BJEIHDPM_03906,2.3.3.5,-5.677043358,5.202972019,-12.30413242,3.02575971481497e-16,4.86615980944941e-16,26.69286135
BJEIHDPM_04439,1.1.1.-,-5.383975031,4.655132572,-12.30246987,3.04045759705315e-16,4.88815946675312e-16,26.65971821
BJEIHDPM_02997,inference=ab initio prediction:Prodigal:2.6,-4.893301402,4.89035182,-12.30210158,3.04372333735714e-16,4.89177103013292e-16,26.68957556
BJEIHDPM_00804,soxS,-5.149671902,5.40835355,-12.30165694,3.04767078184175e-16,4.89647542084317e-16,26.7356088
BJEIHDPM_03296,inference=ab initio prediction:Prodigal:2.6,-5.697559453,4.700919763,-12.29819012,3.0786274688222e-16,4.94455596481852e-16,26.6144086
BJEIHDPM_03794,1.3.1.-,-4.977829333,3.862577737,-12.29122208,3.14181712972496e-16,5.04435610757781e-16,26.53253303
BJEIHDPM_00805,inference=ab initio prediction:Prodigal:2.6,-5.347727086,4.666120315,-12.28750761,3.17603811439953e-16,5.0975942846165e-16,26.57166421
BJEIHDPM_00749,gcvH_1,-5.135933102,4.883884236,-12.28502025,3.1991652287051e-16,5.13299696842387e-16,26.63079683
BJEIHDPM_04838,dbxref=COG:COG1840,-5.109067184,4.606649749,-12.28302558,3.21783478898161e-16,5.16122632096348e-16,26.58146732
BJEIHDPM_04677,5.3.1.35,-5.303783514,4.124074807,-12.2826324,3.22152784182886e-16,5.16542335881614e-16,26.53589829
BJEIHDPM_04877,1.13.11.83,-5.278842626,4.333709333,-12.28233889,3.22428754210009e-16,5.16812154794199e-16,26.55759727
BJEIHDPM_02578,6.3.2.45,-4.594978853,5.16719221,-12.28015932,3.24485602571953e-16,5.19935361182906e-16,26.66781915
BJEIHDPM_03176,argT_1,-4.575854596,5.506610049,-12.27666084,3.27814984671799e-16,5.25094830253659e-16,26.68668702
BJEIHDPM_02341,modE,-5.079741002,4.255870373,-12.27483902,3.29562460534927e-16,5.27717800502874e-16,26.51926481
BJEIHDPM_00873,1.1.1.29,-4.527751813,5.10115766,-12.27103161,3.33245076261891e-16,5.33436664770118e-16,26.66423025
BJEIHDPM_02021,comM_2,-5.010306772,5.065074647,-12.26581118,3.38362414180411e-16,5.41447557736509e-16,26.59725092
BJEIHDPM_00224,inference=ab initio prediction:Prodigal:2.6,-4.582591844,5.715601258,-12.26398525,3.40171061696299e-16,5.44160308360179e-16,26.67354484
BJEIHDPM_02742,1.10.3.10,-5.25509687,4.468068018,-12.2609321,3.43217248751067e-16,5.488502421714e-16,26.50261661
BJEIHDPM_04121,pleD_8,-4.902349392,4.582192033,-12.26055265,3.43597767337442e-16,5.49275711343233e-16,26.52564301
BJEIHDPM_03702,6.3.5.2,-5.001819506,5.413500491,-12.25977671,3.44377211905529e-16,5.50338408236642e-16,26.6177757
BJEIHDPM_00691,1.15.1.1,-5.021665949,5.657278515,-12.25724215,3.46935779153668e-16,5.54242611237834e-16,26.62497689
BJEIHDPM_05153,inference=ab initio prediction:Prodigal:2.6,-5.438611388,3.97255947,-12.25635522,3.47835656234407e-16,5.55495279290821e-16,26.44158496
BJEIHDPM_04024,inference=ab initio prediction:Prodigal:2.6,-5.170836116,4.680739922,-12.25574378,3.4845740015391e-16,5.56303081616305e-16,26.51162823
BJEIHDPM_00687,yesS,-4.7434662,5.19086148,-12.25016649,3.54181033269503e-16,5.65252669990138e-16,26.56858127
BJEIHDPM_03115,dbxref=COG:COG4628,-5.435100558,4.661471706,-12.24719479,3.57269578864954e-16,5.69992256972378e-16,26.46429454
BJEIHDPM_04633,dbxref=COG:COG0683,-5.004417278,5.284403596,-12.24486334,3.59711832540597e-16,5.73697934317822e-16,26.56677783
BJEIHDPM_02899,sspA_2,-4.784347209,4.996748874,-12.242088,3.62641172406958e-16,5.781777363392e-16,26.53920512
BJEIHDPM_05126,5.3.1.30,-4.515935938,5.205416879,-12.23935687,3.65547493120248e-16,5.82617874288964e-16,26.57777277
BJEIHDPM_00689,4.2.1.1,-5.266475346,5.218264443,-12.23878233,3.66161896600186e-16,5.83403367126258e-16,26.53247628
BJEIHDPM_04539,glnQ_6,-5.527708135,5.605530924,-12.23677235,3.68319572953021e-16,5.86646409094439e-16,26.55185977
BJEIHDPM_02712,1.1.1.31,-4.736894928,4.602577667,-12.23331899,3.72056878085424e-16,5.92315841543199e-16,26.44546825
BJEIHDPM_03537,inference=ab initio prediction:Prodigal:2.6,-4.307240669,5.470403409,-12.23325553,3.72125914201447e-16,5.92315841543199e-16,26.57781259
BJEIHDPM_04345,3.6.3.19,-5.782938172,4.335229442,-12.23067715,3.74941912333653e-16,5.96600211302785e-16,26.39618592
BJEIHDPM_03047,inference=ab initio prediction:Prodigal:2.6,-5.086316135,5.390294543,-12.23022299,3.75440158098269e-16,5.9719500123089e-16,26.50919457
BJEIHDPM_01974,ycaD_1,-5.089869696,5.17785285,-12.22581051,3.80316121664306e-16,6.04750519505303e-16,26.47895259
BJEIHDPM_02852,3.1.26.-,-4.77441024,5.240838482,-12.22498416,3.81236390456513e-16,6.06013063200001e-16,26.52015377
BJEIHDPM_02331,rarD_1,-5.264508331,5.029905273,-12.22418016,3.82133936798824e-16,6.07238663144886e-16,26.48918985
BJEIHDPM_00470,cspA_1,-5.23036123,5.614550345,-12.22327373,3.83148410606915e-16,6.08649196458983e-16,26.51655464
BJEIHDPM_00036,6.3.4.15,-4.502280572,5.172339194,-12.21405426,3.93623399863174e-16,6.25082295150023e-16,26.49849336
BJEIHDPM_00403,inference=ab initio prediction:Prodigal:2.6,-5.004954499,4.289425549,-12.2126122,3.95287932384959e-16,6.27517958159251e-16,26.3586511
BJEIHDPM_01469,inference=ab initio prediction:Prodigal:2.6,-4.837752647,4.616222837,-12.21230093,3.95648164104746e-16,6.27882122863319e-16,26.40164596
BJEIHDPM_00032,betI_1,-5.340732274,4.384034869,-12.2096675,3.98709158496785e-16,6.32530661694568e-16,26.33098
BJEIHDPM_05317,1.14.16.1,-5.099217009,5.810739272,-12.20644252,4.02490512178997e-16,6.3831856178024e-16,26.50304156
BJEIHDPM_04921,inference=ab initio prediction:Prodigal:2.6,-5.213285239,3.84985443,-12.20525052,4.03897351491652e-16,6.4033808715178e-16,26.29949264
BJEIHDPM_00861,rutR_2,-5.009737828,5.388068098,-12.20165256,4.08174124385619e-16,6.46904763185795e-16,26.45092468
BJEIHDPM_04404,srpB,-5.171697224,5.091868067,-12.20109315,4.08843195368689e-16,6.47751236241116e-16,26.41223779
BJEIHDPM_05198,inference=ab initio prediction:Prodigal:2.6,-5.595250118,4.563008497,-12.19275935,4.18943510794428e-16,6.63534623202131e-16,26.3006396
BJEIHDPM_01935,ivy,-4.778789555,4.640868653,-12.18878487,4.23849292327972e-16,6.71083059677314e-16,26.33564032
BJEIHDPM_04883,inference=ab initio prediction:Prodigal:2.6,-5.160706117,4.93597078,-12.18570701,4.27688390486298e-16,6.76938187976169e-16,26.34914729
BJEIHDPM_04003,3.5.1.5,-5.591019928,5.28031102,-12.1809649,4.33672558932476e-16,6.86183518073508e-16,26.36227331
BJEIHDPM_01044,inference=ab initio prediction:Prodigal:2.6,-4.958710959,4.485095919,-12.17310159,4.43783357397145e-16,7.0195001059621e-16,26.27796572
BJEIHDPM_01574,yibN,-4.174715297,5.381645954,-12.16967371,4.48265561115208e-16,7.08806071760094e-16,26.3837131
BJEIHDPM_03304,inference=ab initio prediction:Prodigal:2.6,-4.884805424,5.698252786,-12.16791078,4.50588600671115e-16,7.12244629321699e-16,26.3903594
BJEIHDPM_05186,glcC,-5.100534552,5.867998931,-12.16723726,4.51479316857782e-16,7.13417596839149e-16,26.39040624
BJEIHDPM_04145,cusC,-4.52495733,4.455984026,-12.16643706,4.52539899570346e-16,7.14858123119845e-16,26.2639077
BJEIHDPM_04505,4.2.2.2,-5.550658921,4.292446091,-12.16524968,4.5411830644839e-16,7.1711541712597e-16,26.21282192
BJEIHDPM_03258,inference=ab initio prediction:Prodigal:2.6,-5.007878218,4.60504517,-12.16099588,4.59818991424121e-16,7.2587873021196e-16,26.23500631
BJEIHDPM_04070,inference=ab initio prediction:Prodigal:2.6,-5.197080545,4.877768931,-12.16012658,4.60992891876979e-16,7.27471569280853e-16,26.27233338
BJEIHDPM_03333,2.1.1.190,-5.109217767,5.723486288,-12.16002432,4.61131176026746e-16,7.27471569280853e-16,26.37097293
BJEIHDPM_01722,3.1.2.-,-4.825529292,4.86984844,-12.15778055,4.6417613453219e-16,7.32034594025626e-16,26.2993013
BJEIHDPM_00076,3.5.1.19,-5.10567322,4.173570702,-12.15742524,4.64660184711741e-16,7.32557236015653e-16,26.17871883
BJEIHDPM_02528,3.1.4.46,-4.565124247,5.118937622,-12.15729816,4.64833445545653e-16,7.32589722552902e-16,26.33901773
BJEIHDPM_03425,inference=ab initio prediction:Prodigal:2.6,-5.941170403,3.715102244,-12.15651623,4.6590090090898e-16,7.3394500923334e-16,26.1602293
BJEIHDPM_00610,dbxref=COG:COG0327,-4.679738996,5.239617364,-12.15644427,4.65999258831838e-16,7.3394500923334e-16,26.31766241
BJEIHDPM_04142,3.4.17.11,-5.308511502,4.433589307,-12.15392699,4.69453410097103e-16,7.39142688666666e-16,26.1865656
BJEIHDPM_01294,inference=ab initio prediction:Prodigal:2.6,-5.091034183,4.944923998,-12.15234439,4.71638318348483e-16,7.42339222615406e-16,26.29027043
BJEIHDPM_02928,2.5.1.-,-5.304638612,5.499095765,-12.14972167,4.75281925037442e-16,7.47828838772027e-16,26.3119717
BJEIHDPM_02225,sigK,-4.912340685,5.8940392,-12.14601971,4.80473549019107e-16,7.55749774415828e-16,26.33826458
BJEIHDPM_01105,gsiC_1,-5.352490199,4.90154565,-12.14467282,4.82376679371023e-16,7.58494654096179e-16,26.21920745
BJEIHDPM_03680,inference=ab initio prediction:Prodigal:2.6,-4.343435795,5.150357368,-12.14346853,4.84084791290648e-16,7.60931186833874e-16,26.29926849
BJEIHDPM_04532,inference=ab initio prediction:Prodigal:2.6,-5.430951528,4.428732103,-12.14152602,4.86852915595529e-16,7.65031808101816e-16,26.17136198
BJEIHDPM_04104,btuF_2,-5.387648103,4.32962812,-12.14057086,4.88219926200587e-16,7.6692878096125e-16,26.14250872
BJEIHDPM_01598,inference=ab initio prediction:Prodigal:2.6,-5.19113807,5.349284151,-12.13726554,4.9298059198425e-16,7.7415375030511e-16,26.26018894
BJEIHDPM_04536,inference=ab initio prediction:Prodigal:2.6,-5.163541079,3.964227117,-12.13598087,4.94843607084865e-16,7.76825145698485e-16,26.10681904
BJEIHDPM_00821,5.1.3.14,-4.367686953,6.649831668,-12.13574792,4.95182182185631e-16,7.77102450068294e-16,26.3367079
BJEIHDPM_00985,atoC_1,-5.216068874,3.708350112,-12.13446592,4.97049743888638e-16,7.79778267708917e-16,26.09243877
BJEIHDPM_03499,ytcD_2,-4.911480384,4.792518092,-12.12843923,5.0592537782215e-16,7.93443100708659e-16,26.19581939
BJEIHDPM_03016,2.8.3.6,-5.073796101,3.994637369,-12.12814702,5.06359781733451e-16,7.93864943658553e-16,26.09537492
BJEIHDPM_03903,inference=ab initio prediction:Prodigal:2.6,-4.668232674,5.0642612,-12.12792761,5.06686223956153e-16,7.94117305279418e-16,26.23365855
BJEIHDPM_01001,5.4.99.25,-4.193557192,5.712122777,-12.12781531,5.06853383987173e-16,7.94119944418689e-16,26.29812871
BJEIHDPM_01620,inference=ab initio prediction:Prodigal:2.6,-5.437942863,4.74954267,-12.12294385,5.14158710370192e-16,8.05302758180989e-16,26.14045379
BJEIHDPM_04706,leuO_2,-5.242479341,4.914414963,-12.12109566,5.16958170609833e-16,8.09423249839018e-16,26.16894875
BJEIHDPM_04828,inference=ab initio prediction:Prodigal:2.6,-5.577769521,3.726101806,-12.117884,5.21859751366077e-16,8.16831359036466e-16,26.04927659
BJEIHDPM_00557,inference=ab initio prediction:Prodigal:2.6,-4.701309463,5.746876449,-12.10972526,5.34524655798572e-16,8.36382074723622e-16,26.23391301
BJEIHDPM_03059,inference=COORDINATES:profile:Aragorn:1.2,-5.516617624,4.284530435,-12.10796105,5.3730402057559e-16,8.40456973514425e-16,26.03957008
BJEIHDPM_04967,rpoE_3,-5.377482466,4.323125871,-12.10764925,5.37796761749948e-16,8.40815181426509e-16,26.03714337
BJEIHDPM_03424,1.8.4.14,-4.611261692,4.875096975,-12.10759444,5.37883435503102e-16,8.40815181426509e-16,26.13679322
BJEIHDPM_03589,2.3.1.180,-4.853503344,4.751105872,-12.10441161,5.42940414228082e-16,8.48443844962737e-16,26.10170934
BJEIHDPM_04028,cyoD_2,-4.992107962,3.780655566,-12.09787012,5.5348575832341e-16,8.6464132623504e-16,25.98576793
BJEIHDPM_01996,gcvA_4,-5.246603302,5.284511937,-12.09440736,5.59151892761352e-16,8.73208569268379e-16,26.14741301
BJEIHDPM_02931,"inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q4UQD0",-5.283441276,4.600655298,-12.08819215,5.69469942797525e-16,8.89032614016046e-16,26.05587017
BJEIHDPM_03798,4.2.1.33,-4.611897997,5.001112686,-12.08784846,5.70046117375552e-16,8.89642704808219e-16,26.12203088
BJEIHDPM_03259,inference=ab initio prediction:Prodigal:2.6,-4.94729627,5.373187109,-12.08605119,5.73068783596736e-16,8.93931557657891e-16,26.1105197
BJEIHDPM_02020,inference=ab initio prediction:Prodigal:2.6,-4.595980242,5.715727111,-12.08599308,5.73166785353893e-16,8.93931557657891e-16,26.16833963
BJEIHDPM_04434,spuE_2,-5.674536061,5.650769474,-12.08486501,5.75072614205627e-16,8.96612565163354e-16,26.11995212
BJEIHDPM_03767,inference=ab initio prediction:Prodigal:2.6,-4.953870103,5.034560628,-12.08092751,5.81775429469941e-16,9.06768524204692e-16,26.07904448
BJEIHDPM_03808,1.1.1.2,-4.838510452,5.362994772,-12.08039831,5.82682316798881e-16,9.07887155297997e-16,26.10333401
BJEIHDPM_02877,mlaC,-3.994270193,5.807225331,-12.07786619,5.8704147224376e-16,9.14382351605909e-16,26.15596218
BJEIHDPM_04540,4.1.1.75,-4.903242599,4.4022251,-12.07678454,5.88913663269242e-16,9.16959174722657e-16,25.98869317
BJEIHDPM_00109,1.3.99.-,-5.084439415,5.527164864,-12.07668978,5.89077961173151e-16,9.16959174722657e-16,26.12579756
BJEIHDPM_04732,3.8.1.2,-5.125991835,4.796724314,-12.07616877,5.89982175785139e-16,9.18068891567082e-16,26.03483656
BJEIHDPM_02287,inference=ab initio prediction:Prodigal:2.6,-4.926278891,4.679497996,-12.0746944,5.92548585516521e-16,9.21763585703009e-16,26.03627088
BJEIHDPM_01179,1.3.99.-,-5.261456754,5.470691468,-12.07439185,5.93076625111082e-16,9.22286041447856e-16,26.07691669
BJEIHDPM_00240,5.4.99.24,-5.001695361,4.011493716,-12.07348794,5.94657068430324e-16,9.24444208421485e-16,25.93388636
BJEIHDPM_01816,2.1.1.170,-5.24425969,4.179514887,-12.07150685,5.98135873732174e-16,9.2947421179075e-16,25.95341545
BJEIHDPM_01346,betI_2,-4.719606499,4.998940636,-12.07142502,5.98280025051391e-16,9.2947421179075e-16,26.06073751
BJEIHDPM_02581,inference=ab initio prediction:Prodigal:2.6,-5.2120396,5.148144526,-12.06858449,6.03305307670244e-16,9.36788557400578e-16,26.06114853
BJEIHDPM_00130,5.2.1.8,-4.825168664,5.38719796,-12.0685433,6.0337850196399e-16,9.36788557400578e-16,26.07905418
BJEIHDPM_00167,sbcC,-4.978649114,5.144822155,-12.06803745,6.04278009576075e-16,9.37881684332336e-16,26.05363935
BJEIHDPM_02184,2.1.1.72,-4.895850788,4.439586929,-12.06694022,6.06233822696543e-16,9.4061303430996e-16,25.97675083
BJEIHDPM_03421,1.11.1.22,-5.557099225,4.603709589,-12.06275425,6.13754458685269e-16,9.51974029486299e-16,25.94743002
BJEIHDPM_04424,peb1A,-5.230571367,4.916864903,-12.06207043,6.14991990946141e-16,9.53585319725535e-16,26.01097519
BJEIHDPM_03924,pdtaR,-4.865782385,6.373277518,-12.06169323,6.15675707823255e-16,9.54337119458592e-16,26.11803379
BJEIHDPM_04084,inference=ab initio prediction:Prodigal:2.6,-5.157475244,4.567489088,-12.06105471,6.16834845222905e-16,9.5582512826113e-16,25.97202798
BJEIHDPM_00305,5.2.1.8,-5.193514751,4.487201593,-12.06075044,6.17387995961227e-16,9.56373464369893e-16,25.94565361
BJEIHDPM_03239,inference=ab initio prediction:Prodigal:2.6,-5.374186522,4.461464702,-12.05974146,6.19225845421238e-16,9.5891088485851e-16,25.91786199
BJEIHDPM_02285,inference=ab initio prediction:Prodigal:2.6,-4.838174872,4.858890675,-12.05837663,6.21720732669074e-16,9.62463805186737e-16,25.99300308
BJEIHDPM_04712,3.1.1.99,-4.527618315,5.103848039,-12.05767194,6.23012874999623e-16,9.64153107746917e-16,26.02119655
BJEIHDPM_00077,2.7.7.18,-5.270743995,4.739745362,-12.05714357,6.23983506068589e-16,9.65343921864332e-16,25.95056929
BJEIHDPM_04356,2.7.13.3,-4.782917765,6.062048215,-12.05702107,6.24208764212072e-16,9.65381198663788e-16,26.09266929
BJEIHDPM_02766,inference=ab initio prediction:Prodigal:2.6,-5.348330352,4.701687463,-12.05158946,6.34279859832853e-16,9.80640801333074e-16,25.94224027
BJEIHDPM_02554,nrdR,-4.538466391,5.250070338,-12.05114765,6.35106261805632e-16,9.8160223845579e-16,26.03361906
BJEIHDPM_02674,1.13.12.19,-4.60503609,5.582930727,-12.04521006,6.46319147033155e-16,9.98610942244724e-16,26.04184469
BJEIHDPM_00632,inference=ab initio prediction:Prodigal:2.6,-5.156917697,5.371571597,-12.03523387,6.65613087544479e-16,1.0280905076041e-15,25.96339106
BJEIHDPM_04457,5.3.3.2,-4.854819095,5.030097775,-12.03157947,6.72826074935477e-16,1.03889714723789e-15,25.92210571
BJEIHDPM_00074,6.3.1.5,-4.685909939,5.019283022,-12.03108167,6.73814750364092e-16,1.04008909199012e-15,25.94845494
BJEIHDPM_03483,4.-.-.-,-4.431794529,5.147197173,-12.03088874,6.74198319927619e-16,1.04034653933526e-15,25.96858271
BJEIHDPM_00092,inference=ab initio prediction:Prodigal:2.6,-5.012244217,5.239943495,-12.030114,6.75740829109889e-16,1.04239159077414e-15,25.96463532
BJEIHDPM_01232,ureF_1,-5.463721351,4.902728604,-12.02926601,6.77433291361417e-16,1.0446665698083e-15,25.90814369
BJEIHDPM_02390,inference=ab initio prediction:Prodigal:2.6,-4.491910993,5.146755734,-12.02576454,6.84467410861639e-16,1.05517478468519e-15,25.96460257
