ID,eC_number,logFC,AveExpr,t,P.Value,adj.P.Val,B
BJEIHDPM_00418,"inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q1Q0T4",-4.960154366,6.732380641,-18.54356921,3.78752829873556e-23,2.75817121481517e-22,42.30557376
BJEIHDPM_01423,4.2.1.9,-5.514847387,7.13211516,-18.52408896,3.95496236820194e-23,2.87573703106077e-22,42.30280937
BJEIHDPM_04691,appA_4,-5.061939414,6.955021579,-18.52106813,3.9815938714734e-23,2.89072148096836e-22,42.31363944
BJEIHDPM_01704,1.18.1.1,-5.021706527,7.12323134,-18.51493647,4.03621330811364e-23,2.92594979843465e-22,42.32727022
BJEIHDPM_04319,6.3.2.-,-5.214939848,6.780116013,-18.50385877,4.13683393019889e-23,2.99436893378951e-22,42.23142171
BJEIHDPM_00293,dbxref=COG:COG1840,-4.674254473,6.659156969,-18.49904576,4.18134407870099e-23,3.02202864965151e-22,42.22456257
BJEIHDPM_02789,atoC_4,-5.446219501,6.320176695,-18.49686962,4.20162862846622e-23,3.03212267488863e-22,42.09106053
BJEIHDPM_00307,2.8.3.22,-5.354053312,6.962502693,-18.49000962,4.266231469257e-23,3.07412084398864e-22,42.2042518
BJEIHDPM_03815,yiaD_3,-5.574149713,5.953012738,-18.48201518,4.342795828135e-23,3.12459927724436e-22,41.87164356
BJEIHDPM_02182,1.1.1.51,-5.454147623,7.123802109,-18.46609542,4.49945821462103e-23,3.23247005568358e-22,42.18176428
BJEIHDPM_00616,inference=ab initio prediction:Prodigal:2.6,-5.016157614,6.116116891,-18.46085027,4.552325674559e-23,3.26556216923896e-22,41.9902775
BJEIHDPM_04707,3.6.4.12,-4.983709972,7.166140077,-18.4504137,4.65940905560619e-23,3.33738866535136e-22,42.1919076
BJEIHDPM_01528,virS_1,-4.994342765,6.690025402,-18.44024996,4.76615960627174e-23,3.40876303286111e-22,42.10826328
BJEIHDPM_01768,ynbD,-4.937179315,6.748139481,-18.43778327,4.79244110679567e-23,3.41826525240284e-22,42.11546588
BJEIHDPM_02307,3.5.1.10,-4.853757499,6.862995488,-18.43766626,4.79369142502003e-23,3.41826525240284e-22,42.13050767
BJEIHDPM_01928,3.5.1.28,-4.993169785,6.840450149,-18.4365927,4.80517879001207e-23,3.42137285063322e-22,42.12156724
BJEIHDPM_01839,inference=ab initio prediction:Prodigal:2.6,-4.652861424,7.377104989,-18.43197013,4.85496285602081e-23,3.44681517482109e-22,42.1936607
BJEIHDPM_03519,1.1.1.1,-5.292783563,6.51857858,-18.43194118,4.85527622041895e-23,3.44681517482109e-22,41.98466004
BJEIHDPM_02230,3.5.4.32,-4.999148884,7.34794081,-18.41420356,5.05124579331139e-23,3.58063937401793e-22,42.13406812
BJEIHDPM_01439,2.3.1.-,-5.321083194,7.584771958,-18.41308116,5.06391408286861e-23,3.5843250270924e-22,42.14724399
BJEIHDPM_01677,1.1.1.-,-5.4055161,7.313496912,-18.4083975,5.1171278359896e-23,3.61665633062063e-22,42.10281852
BJEIHDPM_04271,1.17.1.4,-5.556510683,6.686797907,-18.40527391,5.15293307838326e-23,3.63660674164136e-22,41.98201566
BJEIHDPM_01778,2.7.13.3,-5.210820485,6.389001373,-18.4037583,5.17039814976936e-23,3.63936311503682e-22,41.92437792
BJEIHDPM_01272,1.17.99.6,-4.999389746,6.52484233,-18.40361904,5.17200592718297e-23,3.63936311503682e-22,41.96425177
BJEIHDPM_01910,ypmQ,-5.264652108,6.276111136,-18.3737176,5.52929156589317e-23,3.88507616760195e-22,41.81452975
BJEIHDPM_00580,mcpB,-5.054888914,7.075822596,-18.3666746,5.61704473208801e-23,3.94096457153368e-22,41.98888733
BJEIHDPM_01865,dprA,-4.720630291,6.734397617,-18.36542808,5.63272298576642e-23,3.94619527134205e-22,41.9602804
BJEIHDPM_05001,3.4.24.-,-4.873744748,7.179629285,-18.36465624,5.64245329972154e-23,3.94724976463027e-22,42.02181198
BJEIHDPM_01599,gabP,-5.523247729,6.744712836,-18.36221208,5.67337890736006e-23,3.96310704169155e-22,41.89002289
BJEIHDPM_01919,znuA,-5.299786589,6.852245203,-18.35994644,5.70220000739081e-23,3.97745026678321e-22,41.93363475
BJEIHDPM_04229,araF,-5.096798711,6.405978297,-18.35684625,5.74187900244242e-23,3.99807102627129e-22,41.85007748
BJEIHDPM_00436,inference=ab initio prediction:Prodigal:2.6,-5.318327776,7.471524932,-18.35633693,5.7484246887418e-23,3.99807102627129e-22,42.00233273
BJEIHDPM_03113,1.1.5.2,-4.791021656,7.629497993,-18.35023203,5.82747676510348e-23,4.04416308085713e-22,42.03637844
BJEIHDPM_02857,3.4.-.-,-4.964984898,6.985123645,-18.34991975,5.83155001448872e-23,4.04416308085713e-22,41.94797434
BJEIHDPM_01782,mcpS_3,-4.784734076,7.116760016,-18.34894763,5.84424892787596e-23,4.04712129940501e-22,41.97167433
BJEIHDPM_02128,1.4.3.-,-5.005487729,6.814110612,-18.34692369,5.87077807430984e-23,4.05823054745902e-22,41.90942112
BJEIHDPM_03100,inference=ab initio prediction:Prodigal:2.6,-5.190429097,7.293599612,-18.34643484,5.87720406435512e-23,4.05823054745902e-22,41.95528831
BJEIHDPM_01355,inference=ab initio prediction:Prodigal:2.6,-5.589517825,6.439776468,-18.34438574,5.90421807327146e-23,4.07102622609623e-22,41.77847315
BJEIHDPM_02893,cdhR_3,-5.099776761,7.250438484,-18.33217229,6.06787669879288e-23,4.17786804555338e-22,41.93520594
BJEIHDPM_02272,2.7.13.3,-5.205409722,6.17607374,-18.33058334,6.08950550677148e-23,4.18675314140349e-22,41.72204202
BJEIHDPM_03155,arfA,-5.254101842,6.801503857,-18.32918476,6.10860795179526e-23,4.19387833485915e-22,41.82789011
BJEIHDPM_04610,inference=ab initio prediction:Prodigal:2.6,-5.812724362,7.737914,-18.32811689,6.12323438034736e-23,4.19791454161243e-22,41.94527227
BJEIHDPM_03043,bicA_2,-4.682645356,7.258882194,-18.32706116,6.13772974553911e-23,4.20184950768077e-22,41.93826531
BJEIHDPM_02438,inference=ab initio prediction:Prodigal:2.6,-4.669016161,7.030901541,-18.32457541,6.17199768111513e-23,4.21929015265976e-22,41.89619493
BJEIHDPM_03404,3.1.1.1,-5.359231771,6.761429975,-18.31702696,6.27725778920679e-23,4.28514368853533e-22,41.8002779
BJEIHDPM_00476,inference=ab initio prediction:Prodigal:2.6,-5.140247201,6.658443264,-18.29998434,6.52168670222434e-23,4.44567819374639e-22,41.75613281
BJEIHDPM_00826,1.4.1.9,-5.155243072,6.926904372,-18.29488852,6.5966387286159e-23,4.49039280264222e-22,41.80093612
BJEIHDPM_04769,3.2.1.141,-5.676639675,6.880269172,-18.27415667,6.9107321988836e-23,4.69753595218731e-22,41.69582453
BJEIHDPM_01800,inference=ab initio prediction:Prodigal:2.6,-5.236965056,6.595814357,-18.27252425,6.93610176955564e-23,4.70589196946366e-22,41.69245211
BJEIHDPM_02290,inference=ab initio prediction:Prodigal:2.6,-5.349379643,6.348018178,-18.27210472,6.94263703767508e-23,4.70589196946366e-22,41.62270416
BJEIHDPM_00868,2.7.11.1,-5.456387559,7.1181054,-18.26765961,7.01226736341321e-23,4.74638520127222e-22,41.75646731
BJEIHDPM_01601,artJ,-5.207115272,6.581509443,-18.26314594,7.0836997434873e-23,4.78798240408388e-22,41.66777894
BJEIHDPM_04216,2.7.7.7,-5.054060507,7.062032134,-18.26110979,7.116165686677e-23,4.80316162171068e-22,41.7729717
BJEIHDPM_01951,inference=ab initio prediction:Prodigal:2.6,-5.016926018,6.783750273,-18.25532968,7.2091560782907e-23,4.85909269939846e-22,41.71724324
BJEIHDPM_01384,inference=ab initio prediction:Prodigal:2.6,-5.263581963,6.500981575,-18.25204936,7.26247949375277e-23,4.88816817538844e-22,41.64784356
BJEIHDPM_02346,2.1.1.197,-4.85352365,6.594530598,-18.24642667,7.35481559959999e-23,4.94338376225215e-22,41.66330925
BJEIHDPM_01241,livH_4,-4.403201945,7.089012309,-18.24435141,7.38919697664319e-23,4.9595463343931e-22,41.75363248
BJEIHDPM_01276,motB_1,-4.758473003,6.415519762,-18.2431614,7.40898595605612e-23,4.96588318479237e-22,41.63063442
BJEIHDPM_04067,mexB,-5.968259651,6.263061731,-18.23170739,7.6022405408658e-23,5.08377362093967e-22,41.42594784
BJEIHDPM_05118,3.6.3.17,-4.970310113,6.462454806,-18.23148386,7.60606263770511e-23,5.08377362093967e-22,41.59034504
BJEIHDPM_01350,inference=ab initio prediction:Prodigal:2.6,-5.014852388,6.499346904,-18.22940463,7.6417090049019e-23,5.1004953427711e-22,41.59300052
BJEIHDPM_02815,inference=ab initio prediction:Prodigal:2.6,-5.184278933,7.068947474,-18.22597627,7.70085670122369e-23,5.13283490405174e-22,41.66722864
BJEIHDPM_02651,cckA_1,-4.839751507,7.385630053,-18.22431156,7.72974511942319e-23,5.14494408156892e-22,41.72890713
BJEIHDPM_03302,inference=ab initio prediction:Prodigal:2.6,-5.904345363,6.268654808,-18.21604693,7.87480742989701e-23,5.23423834571686e-22,41.38287951
BJEIHDPM_04399,mdtB_2,-5.410076155,7.615648905,-18.21123439,7.96055249301788e-23,5.28391305864354e-22,41.69573809
BJEIHDPM_04616,nicP_6,-5.928451836,6.006879258,-18.21053739,7.97304942871267e-23,5.28489837132488e-22,41.29919806
BJEIHDPM_03544,2.7.13.3,-5.368992871,6.363030741,-18.20931566,7.9950029805498e-23,5.29214059360806e-22,41.49106109
BJEIHDPM_01546,4.3.1.19,-5.400322813,7.027747384,-18.20839366,8.01161133206898e-23,5.29582958438003e-22,41.62888354
BJEIHDPM_04693,yejE_3,-5.222493036,6.018811277,-18.20713007,8.03443000141869e-23,5.30360791978106e-22,41.39274678
BJEIHDPM_01736,paiB,-5.424697525,6.545046512,-18.20225714,8.12305021515546e-23,5.3547414811169e-22,41.51765673
BJEIHDPM_03398,sdaC,-5.233740269,6.600205705,-18.20086058,8.14863134163115e-23,5.36423618772125e-22,41.52014465
BJEIHDPM_01134,2.7.13.3,-5.550169672,7.188524924,-18.19679213,8.22362316472288e-23,5.4061873380144e-22,41.58847364
BJEIHDPM_03225,6.2.1.3,-5.038224481,6.546811507,-18.19523858,8.25244409348025e-23,5.41771261348997e-22,41.52397086
BJEIHDPM_01927,pleD_4,-5.051671486,7.462838288,-18.19388783,8.27758622259983e-23,5.42679457407877e-22,41.66080653
BJEIHDPM_02200,1.2.1.20,-5.653781734,6.289456846,-18.18989435,8.35237645960839e-23,5.4683567025458e-22,41.35256568
BJEIHDPM_01154,osmX,-5.342062704,7.214728311,-18.18769588,8.39384300076625e-23,5.48801806003777e-22,41.6100925
BJEIHDPM_04340,dbxref=COG:COG2200,-5.001203199,7.417163356,-18.18028287,8.53521542342759e-23,5.57285698190871e-22,41.63833411
BJEIHDPM_00209,2.5.1.-,-5.350469856,6.622655685,-18.17746028,8.58968003211553e-23,5.59855447005836e-22,41.47494579
BJEIHDPM_03112,inference=ab initio prediction:Prodigal:2.6,-5.274711032,7.19425114,-18.17648146,8.60864988418485e-23,5.59855447005836e-22,41.56598295
BJEIHDPM_02312,inference=ab initio prediction:Prodigal:2.6,-5.210248532,6.733736885,-18.17637907,8.6106366448866e-23,5.59855447005836e-22,41.54574044
BJEIHDPM_05149,4.2.2.-,-5.27503271,6.721832545,-18.17583318,8.62123724395318e-23,5.59855447005836e-22,41.50666832
BJEIHDPM_00927,tagG_1,4.696310071,10.15537061,18.17176061,8.70074244327396e-23,5.64254905206375e-22,41.67913939
BJEIHDPM_03376,3.1.4.52,-5.201373052,7.562132686,-18.1695143,8.74491439602139e-23,5.66354172557445e-22,41.60637217
BJEIHDPM_00784,algK,-4.748674095,7.03165619,-18.16246585,8.88500484087491e-23,5.74651458643648e-22,41.55640483
BJEIHDPM_04226,5.1.3.3,-5.123429306,6.811600401,-18.15675684,9.00014754597195e-23,5.81315048090436e-22,41.49885078
BJEIHDPM_01106,anoR,-5.64939831,6.389587997,-18.14237311,9.29703325170351e-23,5.99683636759746e-22,41.33860482
BJEIHDPM_02816,3.4.21.107,-4.893315943,6.734389732,-18.13963692,9.35462888035233e-23,6.02588778480683e-22,41.4507109
BJEIHDPM_03784,3.5.1.97,-5.225159373,6.426895585,-18.13211595,9.51482152218587e-23,6.12086172720777e-22,41.33050179
BJEIHDPM_01479,inference=ab initio prediction:Prodigal:2.6,-4.700945065,6.601204234,-18.12820245,9.59927948076485e-23,6.1669266704405e-22,41.43434159
BJEIHDPM_04704,inference=ab initio prediction:Prodigal:2.6,-3.136259641,9.110987124,-18.11379406,9.91686528026685e-23,6.35414408766682e-22,41.61152588
BJEIHDPM_03482,inference=ab initio prediction:Prodigal:2.6,-4.974229899,6.472363661,-18.11378008,9.91717841563335e-23,6.35414408766682e-22,41.31942247
BJEIHDPM_02433,inference=ab initio prediction:Prodigal:2.6,-4.85602476,6.80900606,-18.11230977,9.95018360354052e-23,6.3667908151188e-22,41.38437854
BJEIHDPM_02619,1.3.1.-,-5.150248456,7.001011129,-18.10771631,1.00540193052952e-22,6.42466559868328e-22,41.40712787
BJEIHDPM_01108,mcpQ_6,-5.115613009,6.768642158,-18.10493615,1.01174006395455e-22,6.45656990281636e-22,41.3624166
BJEIHDPM_02668,inference=ab initio prediction:Prodigal:2.6,-7.309932206,5.175731172,-18.09489621,1.03496964422375e-22,6.59604159711787e-22,40.63603583
BJEIHDPM_00187,3.4.11.2,-4.995175384,7.603176715,-18.09040654,1.04553254595213e-22,6.65452345891816e-22,41.44587795
BJEIHDPM_00612,4.2.2.-,-4.665498258,7.058483789,-18.08858835,1.04984139030384e-22,6.6730977908187e-22,41.38731824
BJEIHDPM_04380,inference=ab initio prediction:Prodigal:2.6,-5.216069369,6.146146768,-18.08358881,1.0617830844966e-22,6.74007542658623e-22,41.17810442
BJEIHDPM_01489,inference=ab initio prediction:Prodigal:2.6,-5.761946865,6.217134547,-18.0829488,1.06332175018521e-22,6.74092612832074e-22,41.14177656
BJEIHDPM_01147,bfrD,-5.788528674,7.747216466,-18.07748023,1.07656174977854e-22,6.81585730499629e-22,41.40849368
BJEIHDPM_01132,bacA,-5.360437927,6.577339374,-18.07542583,1.08157896371879e-22,6.82968502071975e-22,41.25021901
BJEIHDPM_02936,inference=ab initio prediction:Prodigal:2.6,-4.602328429,6.926523036,-18.07542046,1.08159212664034e-22,6.82968502071975e-22,41.3538625
BJEIHDPM_03851,inference=ab initio prediction:Prodigal:2.6,-4.662316151,6.994402153,-18.07289659,1.08778854461098e-22,6.85598599624178e-22,41.35035948
BJEIHDPM_00237,3.4.21.-,-5.594579229,6.94067942,-18.07256125,1.0886145716058e-22,6.85598599624178e-22,41.30658762
BJEIHDPM_00984,2.7.13.3,-5.077608884,6.767564077,-18.0665318,1.10357601406947e-22,6.94110261011718e-22,41.29846443
BJEIHDPM_01867,1.6.5.5,-5.538467053,7.172339343,-18.06524309,1.10680088050588e-22,6.95227411720904e-22,41.32502021
BJEIHDPM_00555,inference=ab initio prediction:Prodigal:2.6,-5.179306624,6.980064253,-18.06222278,1.1143965584936e-22,6.9908354041971e-22,41.31219172
BJEIHDPM_00359,inference=ab initio prediction:Prodigal:2.6,-5.568614104,6.858032238,-18.05691433,1.12787552897154e-22,7.05746055592461e-22,41.24878749
BJEIHDPM_03889,2.-.-.-,-5.328102917,6.76845245,-18.056406,1.1291749130499e-22,7.05746055592461e-22,41.26554723
BJEIHDPM_01492,glnG_1,-5.346452094,5.974142988,-18.05630668,1.12942898665349e-22,7.05746055592461e-22,41.00194172
BJEIHDPM_01551,1.-.-.-,-4.88616559,6.968567303,-18.05181108,1.14098999853986e-22,7.11707018496923e-22,41.31604989
BJEIHDPM_03106,3.5.1.-,-5.117340852,6.447362195,-18.05144582,1.14193457854268e-22,7.11707018496923e-22,41.19627678
BJEIHDPM_02047,lytR,-4.783814346,7.329817479,-18.01305312,1.24579792896762e-22,7.75286554262042e-22,41.27182882
BJEIHDPM_02155,yejE_2,-5.791859995,7.202518799,-18.01256485,1.24717903707084e-22,7.75286554262042e-22,41.19959725
BJEIHDPM_03769,inference=ab initio prediction:Prodigal:2.6,-5.407011994,6.642676024,-18.00673192,1.2637992524531e-22,7.84601890365123e-22,41.08967725
BJEIHDPM_04558,inference=ab initio prediction:Prodigal:2.6,-5.694055759,5.831898827,-18.00550265,1.26733060448964e-22,7.85777722344415e-22,40.86694306
BJEIHDPM_04597,2.3.1.239,-5.621571934,5.981123542,-17.99202153,1.30672377239714e-22,8.0821559091511e-22,40.94810551
BJEIHDPM_00586,inference=ab initio prediction:Prodigal:2.6,-5.610746245,6.206774438,-17.99196638,1.30688747353642e-22,8.0821559091511e-22,40.95112371
BJEIHDPM_00420,xerC_2,-4.73048507,6.607041049,-17.98921559,1.31507857644607e-22,8.11205732750289e-22,41.0860254
BJEIHDPM_01972,inference=ab initio prediction:Prodigal:2.6,-5.391783426,6.228357328,-17.98920733,1.31510327168103e-22,8.11205732750289e-22,41.0118755
BJEIHDPM_04920,3.1.4.1,-5.392877591,6.165186481,-17.98566184,1.32573817750469e-22,8.16715983805519e-22,40.95673563
BJEIHDPM_01644,inference=ab initio prediction:Prodigal:2.6,-4.932438865,6.813840631,-17.97052459,1.37213771388933e-22,8.44216524224987e-22,41.08456534
BJEIHDPM_04937,fhuA_3,-5.445581565,6.461702023,-17.96144992,1.40074354624453e-22,8.60712967788411e-22,40.96105078
BJEIHDPM_03833,inference=ab initio prediction:Prodigal:2.6,-5.416740796,6.158612114,-17.95856859,1.40995274032716e-22,8.65263836423279e-22,40.85511255
BJEIHDPM_02855,3.4.-.-,-5.076423005,7.11046318,-17.95346096,1.42642938853641e-22,8.74257297009738e-22,41.08555961
BJEIHDPM_05292,dbxref=COG:COG4307,-5.542312113,6.151768679,-17.94832626,1.44319110045292e-22,8.83402307534896e-22,40.86665953
BJEIHDPM_04406,2.4.99.16,-5.576917943,6.475256695,-17.94627442,1.44994505706059e-22,8.8615725654238e-22,40.94184055
BJEIHDPM_00451,inference=ab initio prediction:Prodigal:2.6,-3.537471041,8.892104454,-17.94583827,1.45138487943803e-22,8.8615725654238e-22,41.24230032
BJEIHDPM_03211,dmlR_6,-4.858927004,7.0812072,-17.93789803,1.47785302851993e-22,9.01171116120349e-22,41.05996786
BJEIHDPM_03144,2.7.1.30,-5.705383321,6.150568198,-17.93325203,1.49356758266906e-22,9.09597820968125e-22,40.77186279
BJEIHDPM_00043,nicP_1,-5.439835129,5.819235921,-17.92964781,1.50587556870984e-22,9.1593116023302e-22,40.71584282
BJEIHDPM_01372,2.7.13.3,-5.520319376,7.09195143,-17.92319384,1.52817379919879e-22,9.2831722308291e-22,41.00243211
BJEIHDPM_04001,ureD_2,-4.996560558,6.137937683,-17.9184446,1.54479680064358e-22,9.36178146464396e-22,40.86494843
BJEIHDPM_03075,inference=ab initio prediction:Prodigal:2.6,-4.719847397,6.621013224,-17.91838238,1.54501581996208e-22,9.36178146464396e-22,40.96066121
BJEIHDPM_02739,1.17.1.4,-5.225147442,6.71975294,-17.91737086,1.54858051280539e-22,9.37154839968859e-22,40.91723343
BJEIHDPM_02335,dbxref=COG:COG1840,-4.802675404,6.901123483,-17.91317679,1.56345041437597e-22,9.44962032568044e-22,40.98305075
BJEIHDPM_00685,1.14.12.17,-5.242940923,6.72090574,-17.90853299,1.58008456400092e-22,9.53814568885586e-22,40.91725159
BJEIHDPM_00780,"inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0A8I3",-4.925312919,6.349600223,-17.90182764,1.60442180265249e-22,9.67174923958666e-22,40.86196544
BJEIHDPM_00508,1.1.1.284,-4.966714319,6.469710405,-17.90132868,1.60624799832269e-22,9.67174923958666e-22,40.88448212
BJEIHDPM_00732,2.7.13.3,-5.707216033,6.796484247,-17.89125342,1.6435795324011e-22,9.88413305262263e-22,40.85072605
BJEIHDPM_02235,2.3.1.187,-4.80380268,6.94149518,-17.88895688,1.65221178268817e-22,9.92360994383043e-22,40.94445516
BJEIHDPM_03419,2.6.1.2,-5.448469376,7.296180649,-17.88646632,1.66162554429193e-22,9.96767623382122e-22,40.93910664
BJEIHDPM_04389,pcpR_3,-5.524452248,6.366405475,-17.87810206,1.69364217276041e-22,1.01470521686357e-21,40.74942524
BJEIHDPM_03513,citN_2,-5.784110368,7.016682248,-17.87417957,1.7088723603226e-22,1.02255342358954e-21,40.83748684
BJEIHDPM_02944,2.7.13.3,-5.073686883,6.941396248,-17.86511717,1.74459533228659e-22,1.04262926521088e-21,40.85775905
BJEIHDPM_02946,inaA_2,-5.607587375,5.806452188,-17.86303129,1.75292479048239e-22,1.04630423750311e-21,40.53700428
BJEIHDPM_00332,copA_1,-5.232283424,7.404257499,-17.85382314,1.79018196754788e-22,1.06721531208227e-21,40.90631063
BJEIHDPM_00456,cpoB,-5.571269163,5.936678432,-17.85220158,1.79682602730695e-22,1.06984715943499e-21,40.53051406
BJEIHDPM_01527,exuT_1,-5.687110596,7.21269237,-17.83996625,1.84777466031015e-22,1.09881915673214e-21,40.82603005
BJEIHDPM_03084,1.4.3.16,-4.812438853,7.094657719,-17.82314876,1.92021457016273e-22,1.14048387651126e-21,40.79779028
BJEIHDPM_02090,6.3.3.2,-5.080179546,6.44575622,-17.80073447,2.02128168873706e-22,1.19902729595169e-21,40.6623081
BJEIHDPM_00602,yhjE,-5.277255625,6.612576056,-17.79640612,2.0414141355361e-22,1.20898463185525e-21,40.64412741
BJEIHDPM_03010,2.4.1.-,-5.261109875,6.752744939,-17.79604437,2.04310593130779e-22,1.20898463185525e-21,40.667084
BJEIHDPM_03605,afsQ1,-5.462362444,7.032305302,-17.79043399,2.0695280319001e-22,1.22294043723738e-21,40.68149676
BJEIHDPM_04300,inference=ab initio prediction:Prodigal:2.6,-6.598625413,5.546599654,-17.78946187,2.07414149100423e-22,1.22294043723738e-21,40.1486135
BJEIHDPM_04148,swrC,-5.6083457,6.584900157,-17.78942108,2.07433531133826e-22,1.22294043723738e-21,40.57599135
BJEIHDPM_01383,pyrC',-5.32416412,6.341383134,-17.78217301,2.10906805782394e-22,1.24189173122664e-21,40.57429541
BJEIHDPM_02201,2.6.1.48,-4.675713489,6.552086393,-17.78034054,2.11794266536427e-22,1.24558907488764e-21,40.65743196
BJEIHDPM_00218,inference=ab initio prediction:Prodigal:2.6,-5.025457566,7.38264525,-17.77374432,2.15020408333585e-22,1.26301461394477e-21,40.73508955
BJEIHDPM_02671,dmlR_4,-5.010821403,7.262991685,-17.77288227,2.15445709673971e-22,1.26396572215817e-21,40.71740344
BJEIHDPM_00338,1.1.1.79,-5.135451165,6.567860789,-17.76980748,2.16969682531544e-22,1.27135226675077e-21,40.57232611
BJEIHDPM_01087,inference=ab initio prediction:Prodigal:2.6,-5.756348153,6.635898099,-17.76643646,2.18653093701125e-22,1.27965389838012e-21,40.55471851
BJEIHDPM_00324,"inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WLW5",-5.403657744,6.805626073,-17.76538095,2.1918292120139e-22,1.28075321822237e-21,40.6092417
BJEIHDPM_00030,czcA_1,-5.290516331,6.305236625,-17.76499955,2.19374691681348e-22,1.28075321822237e-21,40.51449005
BJEIHDPM_01279,2.8.1.1,-5.411707927,6.70458205,-17.75007944,2.27012262975798e-22,1.32373250306301e-21,40.55474605
BJEIHDPM_02017,inference=ab initio prediction:Prodigal:2.6,-5.365529463,6.422653573,-17.74022444,2.32205009596494e-22,1.35236873914269e-21,40.47848428
